,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00199-00,3.682224063334254e-06,0.00013992451440670165,8.100892939335359e-05,8.100892939335359e-05,1.841112031667127e-06,5.707447298168094e-05,8.100892939335359e-05,1.841112031667127e-05,8.100892939335359e-05,1.841112031667127e-06,1.841112031667127e-06,1.841112031667127e-06,0.0001362422903433674,1.841112031667127e-05,9.205560158335634e-06,6.628003314001656e-05,7.364448126668507e-05,1.2887784221669888e-05,0.00024118567614839364,8.285004142502072e-05,7.364448126668508e-06,1.1046672190002762e-05,7.180336923501796e-05,8.285004142502072e-05,8.100892939335359e-05,1.841112031667127e-06
00096-00,1.1342498071775327e-05,0.00035161744022503517,0.00016786897146227485,0.00022911846104986162,2.4953495757905722e-05,4.9906991515811444e-05,0.00022911846104986162,6.805498843065197e-06,0.00016786897146227485,1.5879497300485458e-05,6.805498843065197e-06,7.25919876593621e-05,0.00035161744022503517,4.536999228710131e-06,9.073998457420263e-06,7.486048727371717e-05,0.00016106347261920966,3.1758994600970915e-05,0.00035842293906810036,0.00017694296991969512,2.2684996143550657e-06,0.0,4.536999228710131e-05,0.00017694296991969512,0.00022911846104986162,9.073998457420263e-06
00563-00,0.0,0.00014199503017394392,0.0001242456514022009,0.00021299254526091586,3.549875754348598e-05,3.549875754348598e-05,0.00021299254526091586,0.0,0.0001242456514022009,1.774937877174299e-05,0.00023074192403265887,0.0,0.00014199503017394392,0.0,0.0,8.874689385871494e-05,0.0001242456514022009,3.549875754348598e-05,8.874689385871494e-05,0.0001597444089456869,0.0,1.774937877174299e-05,0.00010649627263045793,0.0001597444089456869,0.00021299254526091586,3.549875754348598e-05
00200-00,0.0,0.00023662924061330435,0.00017143547024025112,0.00021972715199806834,3.621876131836291e-05,5.0706265845708076e-05,0.00021972715199806834,9.658336351563443e-06,0.00017143547024025112,0.0,1.2072920439454304e-05,5.55354340214898e-05,0.00023662924061330435,0.0,1.9316672703126885e-05,4.346251358203549e-05,0.00017385005432814197,0.00012072920439454304,0.000485331401666063,0.00017385005432814197,2.1731256791017746e-05,7.2437522636725824e-06,1.6902088615236024e-05,0.00017385005432814197,0.00021972715199806834,2.4145840878908607e-06
00459-00,7.611653441418812e-06,6.08932275313505e-05,2.473787368461114e-05,4.376700728815817e-05,1.1417480162128219e-05,4.376700728815817e-05,4.376700728815817e-05,2.2834960324256438e-05,2.473787368461114e-05,0.0,0.0,3.615535384673936e-05,5.8990314170995794e-05,3.615535384673936e-05,1.1417480162128219e-05,4.7572834008867574e-05,2.8543700405320545e-05,1.5223306882837625e-05,4.376700728815817e-05,3.044661376567525e-05,2.6640787044965844e-05,3.805826720709406e-06,4.376700728815817e-05,3.044661376567525e-05,4.376700728815817e-05,0.0
00598-00,3.278419801655602e-06,0.0001835915088927137,9.835259404966805e-05,0.00011310548315711827,3.114498811572822e-05,5.081550692566183e-05,0.00011310548315711827,9.835259404966806e-06,9.835259404966805e-05,3.278419801655602e-06,5.901155642980084e-05,8.851733464470125e-05,0.0001835915088927137,4.917629702483403e-06,1.475288910745021e-05,3.278419801655602e-05,9.671338414884025e-05,2.4588148512417014e-05,0.00025407753462830914,9.343496434718465e-05,0.00037537906728956645,6.556839603311204e-06,3.6062617818211624e-05,9.343496434718465e-05,0.00011310548315711827,1.639209900827801e-05
00210-00,0.0,9.40822278671559e-06,1.254429704895412e-05,2.1952519835669708e-05,1.881644557343118e-05,3.1360742622385296e-05,2.1952519835669708e-05,1.254429704895412e-05,1.254429704895412e-05,0.0,1.5680371311192648e-05,6.27214852447706e-06,9.40822278671559e-06,0.0,6.27214852447706e-06,7.212970803148618e-05,6.27214852447706e-06,1.881644557343118e-05,1.5680371311192648e-05,1.254429704895412e-05,3.13607426223853e-06,0.0,6.899363376924766e-05,1.254429704895412e-05,2.1952519835669708e-05,9.40822278671559e-06
00289-00,2.148997134670487e-05,0.000129735752944922,7.879656160458453e-05,0.0001209805794333015,1.2734797835084367e-05,1.9898121617319326e-05,0.0001209805794333015,1.591849729385546e-05,7.879656160458453e-05,8.755173511620502e-06,7.95924864692773e-06,4.297994269340974e-05,0.000129735752944922,3.422476918178924e-05,2.387774594078319e-06,2.3081821076090417e-05,8.595988538681948e-05,2.5469595670168735e-05,7.004138809296402e-05,8.755173511620503e-05,0.000129735752944922,2.3081821076090417e-05,2.4673670805475964e-05,8.755173511620503e-05,0.0001209805794333015,5.571474052849411e-06
00393-00,4.7950131862862624e-06,0.00013585870694477744,0.00010868696555582195,0.00011667865419963238,6.39335091504835e-06,2.397506593143131e-05,0.00011667865419963238,2.0778390473907138e-05,0.00010868696555582195,1.5983377287620875e-06,1.5983377287620875e-06,9.590026372572525e-06,0.00012786701830096698,0.0,0.0,8.311356189562855e-05,0.00010868696555582195,3.356509230400384e-05,0.00012946535602972908,0.00010868696555582195,3.196675457524175e-06,1.758171501638296e-05,3.9958443219052184e-05,0.00010868696555582195,0.00011667865419963238,1.5983377287620875e-06
00326-00,6.477145392482625e-06,0.00013731548232063164,9.650946634799111e-05,8.744146279851544e-05,1.295429078496525e-06,8.161203194528107e-05,8.744146279851544e-05,1.2306576245716988e-05,9.650946634799111e-05,9.068003549475675e-06,3.886287235489575e-06,1.8783721638199612e-05,0.00014120176955612123,9.715718088723938e-06,1.6192863481206564e-05,5.764659399309536e-05,9.132775003400501e-05,1.4897434402710038e-05,0.00012306576245716988,0.00010298661174047374,6.477145392482626e-05,1.1658861706468725e-05,4.66354468258749e-05,0.00010298661174047374,8.744146279851544e-05,4.534001774737838e-06
00657-00,5.345515894435188e-06,0.00011460264563923244,5.019569803311091e-05,5.684499829204248e-05,1.6688439865553757e-05,2.2816226378686775e-05,5.684499829204248e-05,1.316822208141351e-05,5.019569803311091e-05,2.2164334196438584e-06,5.867029640233743e-06,5.2542509889204405e-05,0.00011773172811402376,2.9987040383416908e-06,3.5202177841402453e-06,7.574987157724009e-05,4.876153523216488e-05,1.603654768330556e-05,0.00012112156746171437,4.589320963027283e-05,0.00016010471996015635,1.3689735827212066e-05,3.937428780779089e-05,4.589320963027283e-05,5.684499829204248e-05,6.649300258931575e-06
00588-00,1.9120458891013384e-05,0.00017845761631612493,0.0001975780752071383,0.00020395156150414276,2.5493945188017844e-05,6.373486297004461e-06,0.00020395156150414276,1.2746972594008922e-05,0.0001975780752071383,1.9120458891013384e-05,0.0,0.0,0.00017845761631612493,2.5493945188017844e-05,0.0,8.922880815806246e-05,0.00014659018483110262,6.373486297004461e-06,2.5493945188017844e-05,0.00015933715742511153,5.098789037603569e-05,3.824091778202677e-05,5.736137667304015e-05,0.00015933715742511153,0.00020395156150414276,0.0
00543-00,9.185185185185186e-06,0.00010962962962962963,6.133333333333334e-05,8.85925925925926e-05,2.3111111111111112e-05,3.940740740740741e-05,8.85925925925926e-05,1.1259259259259259e-05,6.133333333333334e-05,5.925925925925926e-07,7.703703703703704e-06,6.103703703703703e-05,0.00010962962962962963,6.8148148148148145e-06,2.666666666666667e-06,8.237037037037037e-05,5.925925925925926e-05,1.5407407407407408e-05,0.00017185185185185185,7.140740740740741e-05,2.3703703703703703e-06,6.222222222222222e-06,5.214814814814815e-05,7.140740740740741e-05,8.85925925925926e-05,1.2148148148148149e-05
00662-00,7.057502124758618e-06,7.538012907720907e-05,4.594884362076888e-05,5.615969775871752e-05,2.132266599395157e-05,3.138336051222449e-05,5.615969775871752e-05,1.111181185600293e-05,4.594884362076888e-05,6.456863646055757e-06,8.408938701840056e-06,6.171560368671898e-05,7.838332147072338e-05,3.753990491892882e-05,1.0361013757624354e-05,2.7479210400655898e-05,5.015331297168891e-05,2.1773144852978716e-05,5.150474954877034e-05,5.165490916844606e-05,9.445040077602492e-05,8.408938701840056e-06,2.4476018007141592e-05,5.165490916844606e-05,5.615969775871752e-05,3.7539904918928823e-06
00035-00,6.283728838619059e-05,0.0001515487543431655,0.0001145856435277593,0.00016633399866932801,0.0,4.8052044060028094e-05,0.00016633399866932801,2.5874177570784357e-05,0.0001145856435277593,0.0,7.392622163081245e-06,2.5874177570784357e-05,0.0001515487543431655,1.478524432616249e-05,1.8481555407703113e-05,2.957048865232498e-05,0.0001145856435277593,4.8052044060028094e-05,1.478524432616249e-05,0.00010719302136467805,3.6963110815406225e-06,1.8481555407703113e-05,5.5444666223109334e-05,0.00010719302136467805,0.00016633399866932801,3.6963110815406225e-06
00476-00,4.011897350764336e-05,0.00013695787507781698,9.130525005187799e-05,0.0001383412879573909,2.351801895275645e-05,3.735214774849554e-05,0.0001383412879573909,1.3834128795739089e-05,9.130525005187799e-05,1.3834128795739089e-05,2.7668257591478177e-06,1.6600954554886906e-05,0.00013695787507781698,0.0,4.1502386387217266e-06,5.948675382167808e-05,0.00010513937884761707,1.6600954554886906e-05,6.778723109912154e-05,0.00010098914020889535,3.0435083350625995e-05,5.533651518295635e-06,6.778723109912154e-05,0.00010098914020889535,0.0001383412879573909,0.0
00013-00,2.638058389025677e-05,9.086645562199554e-05,6.155469574393246e-05,6.302028373783563e-05,5.862351975612616e-06,2.0518231914644155e-05,6.302028373783563e-05,2.7846171884159924e-05,6.155469574393246e-05,7.32793996951577e-06,1.9052643920741e-05,8.060733966467347e-05,9.086645562199554e-05,1.465587993903154e-06,2.4914995896353617e-05,4.396763981709462e-05,6.448587173173877e-05,3.2242935865869386e-05,8.646969164028609e-05,5.569234376831985e-05,0.00010405674756712393,4.396763981709462e-06,1.465587993903154e-05,5.569234376831985e-05,6.302028373783563e-05,1.3190291945128385e-05
00118-00,2.2212640298956007e-05,0.0003318829785844015,0.00012282283459422733,0.00014111559719336757,1.3066258999385886e-05,7.186442449662237e-05,0.00014111559719336757,2.3519266198894595e-05,0.00012282283459422733,2.6132517998771774e-06,1.5679510799263062e-05,9.14638129957012e-06,0.0003318829785844015,1.3066258999385887e-06,1.3066258999385887e-06,6.79445467968066e-05,0.00012674271229404308,4.703853239778919e-05,0.00038414801458194504,0.00014242222309330616,6.533129499692943e-06,5.226503599754355e-06,5.879816549723649e-05,0.00014242222309330616,0.00014111559719336757,7.839755399631531e-06
00448-00,0.0,0.00011064241753682318,0.00010372726644077173,0.00011986261899822511,1.3830302192102897e-05,2.305050365350483e-05,0.00011986261899822511,9.220201461401931e-06,0.00010372726644077173,4.6101007307009655e-06,2.3050503653504828e-06,1.8440402922803862e-05,0.00011064241753682318,0.0,0.0,7.376161169121545e-05,9.681211534472029e-05,1.613535255745338e-05,7.606666205656594e-05,9.681211534472029e-05,0.00010603231680612222,2.535555401885531e-05,5.9931309499112556e-05,9.681211534472029e-05,0.00011986261899822511,0.0
00334-00,1.1721611721611721e-05,0.00016996336996336997,7.619047619047618e-05,0.00016117216117216118,1.7582417582417584e-05,8.205128205128205e-05,0.00016117216117216118,1.4652014652014653e-05,7.619047619047618e-05,2.9304029304029304e-06,0.0,0.0,0.00016996336996336997,4.981684981684982e-05,5.860805860805861e-06,2.3443223443223443e-05,8.205128205128205e-05,5.860805860805861e-06,0.0003956043956043956,7.912087912087912e-05,0.00017289377289377288,1.4652014652014653e-05,4.3956043956043955e-05,7.912087912087912e-05,0.00016117216117216118,0.0
00418-00,4.7641734159123394e-05,0.00012439786141548885,8.99899423005664e-05,0.0001640993065480917,1.852734106188132e-05,4.2348208141443014e-05,0.0001640993065480917,1.0587052035360753e-05,8.99899423005664e-05,0.0,7.940289026520565e-06,3.970144513260283e-05,0.00012175109840664867,0.0,5.293526017680377e-06,8.734317929172622e-05,9.26367053094066e-05,7.940289026520565e-06,1.3233815044200942e-05,9.528346831824679e-05,0.0,2.6467630088401884e-06,5.293526017680377e-05,9.528346831824679e-05,0.0001640993065480917,2.1174104070721507e-05
00361-00,0.0,0.00048808498420901524,8.613264427217915e-05,0.0001435544071202986,0.0,8.613264427217915e-05,0.0001435544071202986,0.0,8.613264427217915e-05,0.0,0.0,0.00011484352569623887,0.00048808498420901524,0.0,0.0,0.0,8.613264427217915e-05,2.8710881424059718e-05,5.7421762848119435e-05,0.00011484352569623887,0.0005455067470571347,0.0,0.0,0.00011484352569623887,0.0001435544071202986,2.8710881424059718e-05
00090-00,4.952456418383518e-06,0.00020139989434759642,0.00014362123613312203,0.0001551769677760169,1.6508188061278395e-06,8.914421553090333e-05,0.0001551769677760169,1.6508188061278395e-05,0.00014362123613312203,0.0,1.1555731642894876e-05,6.603275224511358e-06,0.00020139989434759642,3.301637612255679e-06,3.301637612255679e-06,6.438193343898574e-05,0.00015682778658214475,1.8159006867406234e-05,7.263602746962494e-05,0.00016012942419440043,1.4857369255150555e-05,0.0,6.768357105124142e-05,0.00016012942419440043,0.0001551769677760169,9.904912836767037e-06
00696-00,1.0301048131647395e-05,0.00012275415690213146,3.562445812194724e-05,5.150524065823697e-05,1.158867914810332e-05,2.8757092700848977e-05,5.150524065823697e-05,1.6309992875108376e-05,3.562445812194724e-05,1.2876310164559244e-06,7.296575759916905e-06,6.438155082279622e-06,0.00012532941893504332,2.1460516940932075e-06,3.862893049367773e-06,6.352313014515894e-05,4.24918235430455e-05,2.1460516940932075e-05,0.000175976238915643,4.807155794768784e-05,1.0730258470466037e-05,8.58420677637283e-06,3.304919608903539e-05,4.807155794768784e-05,5.150524065823697e-05,3.862893049367773e-06
00187-00,1.233380201781001e-05,0.00016773970744221614,0.0001208712597745381,0.00016527294703865415,2.9601124842744026e-05,3.946816645699203e-05,0.00016527294703865415,7.400281210686006e-06,0.0001208712597745381,2.466760403562002e-06,4.933520807124004e-06,2.466760403562002e-06,0.00016280618663509213,4.933520807124004e-06,7.400281210686006e-06,5.920224968548805e-05,0.0001208712597745381,1.9734083228496016e-05,7.646957251042206e-05,0.0001282715409852241,9.867041614248008e-06,1.4800562421372013e-05,3.453464564986803e-05,0.0001282715409852241,0.00016527294703865415,4.933520807124004e-06
00749-00,0.0,0.0002793742017879949,0.00011973180076628352,0.00018358876117496807,7.98212005108557e-06,7.183908045977011e-05,0.00018358876117496807,1.596424010217114e-05,0.00011973180076628352,0.0,0.0,7.98212005108557e-06,0.0002793742017879949,7.183908045977011e-05,7.98212005108557e-06,2.3946360153256706e-05,0.00016762452107279692,2.3946360153256706e-05,0.00011174968071519796,0.00014367816091954023,0.0001756066411238825,7.98212005108557e-06,5.587484035759898e-05,0.00014367816091954023,0.00018358876117496807,7.98212005108557e-06
00583-00,0.0,6.397952655150352e-05,9.596928982725528e-05,6.397952655150352e-05,3.198976327575176e-05,6.397952655150352e-05,6.397952655150352e-05,6.397952655150352e-05,9.596928982725528e-05,3.198976327575176e-05,0.0,0.0,6.397952655150352e-05,0.0,3.198976327575176e-05,6.397952655150352e-05,6.397952655150352e-05,3.198976327575176e-05,0.0,6.397952655150352e-05,0.0,0.0,0.0,6.397952655150352e-05,6.397952655150352e-05,0.0
00516-00,3.102458698518576e-05,0.0001421960236821014,6.4634556219137e-05,9.565914320432276e-05,2.58538224876548e-05,0.00011117143669691565,9.565914320432276e-05,1.551229349259288e-05,6.4634556219137e-05,1.29269112438274e-05,2.58538224876548e-06,2.58538224876548e-05,0.00014478140593086688,7.75614674629644e-05,3.102458698518576e-05,7.75614674629644e-05,8.014684971172988e-05,5.9463791721606037e-05,0.00016029369942345976,7.75614674629644e-05,5.9463791721606037e-05,7.75614674629644e-06,8.531761420926084e-05,7.75614674629644e-05,9.565914320432276e-05,0.0
00283-00,3.141690229343387e-05,0.00032045240339302546,0.00015917897162006492,0.00021991831605403707,8.377840611582364e-06,1.885014137606032e-05,0.00021991831605403707,2.094460152895591e-06,0.00015917897162006492,0.0,0.0,3.979474290501623e-05,0.000322546863545921,0.0,0.0,9.006178657451042e-05,0.00015080113100848257,2.30390616818515e-05,0.00045659231333123885,0.00015289559116137816,2.30390616818515e-05,4.188920305791182e-06,4.81725835165986e-05,0.00015289559116137816,0.00021991831605403707,4.188920305791182e-06
00095-00,1.3932427725531173e-05,0.00010217113665389528,6.501799605247881e-05,0.0001044932079414838,4.644142575177058e-06,9.984906536630674e-05,0.0001044932079414838,1.1610356437942645e-05,6.501799605247881e-05,1.3932427725531173e-05,4.644142575177058e-06,3.483106931382794e-05,0.0001044932079414838,3.7153140601416464e-05,4.644142575177058e-05,5.8051782189713225e-05,9.056078021595264e-05,1.3932427725531173e-05,9.752699407871821e-05,8.591663764077557e-05,0.00020202020202020202,6.9662138627655865e-06,3.947521188900499e-05,8.591663764077557e-05,0.0001044932079414838,2.322071287588529e-06
00311-00,0.0,0.00015489467162329616,2.4783147459727385e-05,1.2391573729863692e-05,2.4783147459727385e-05,0.00011771995043370507,1.2391573729863692e-05,1.858736059479554e-05,2.4783147459727385e-05,6.195786864931846e-06,6.195786864931846e-06,1.858736059479554e-05,0.00015489467162329616,1.2391573729863692e-05,2.4783147459727385e-05,4.3370508054522924e-05,1.858736059479554e-05,4.956629491945477e-05,0.00011152416356877323,2.4783147459727385e-05,3.717472118959108e-05,6.195786864931846e-06,6.815365551425031e-05,2.4783147459727385e-05,1.2391573729863692e-05,0.0
00429-00,3.3659833720421423e-06,9.424753441717998e-05,5.890470901073749e-05,7.236864249890606e-05,2.692786697633714e-05,3.702581709246356e-05,7.236864249890606e-05,2.861085866235821e-05,5.890470901073749e-05,3.702581709246356e-05,1.851290854623178e-05,2.692786697633714e-05,9.593052610320105e-05,0.0,1.6829916860210711e-06,7.910060924299034e-05,4.880675889461106e-05,2.861085866235821e-05,8.75155676730957e-05,5.21727422666532e-05,0.0,1.6829916860210711e-06,3.197684203440035e-05,5.21727422666532e-05,7.236864249890606e-05,3.3659833720421423e-06
00394-00,0.0,0.00011874163923584494,3.907952683711353e-05,5.260705535765282e-05,1.2024469796034932e-05,3.156423321459169e-05,5.260705535765282e-05,2.104282214306113e-05,3.907952683711353e-05,1.5030587245043664e-06,6.012234898017466e-06,5.5613172806661556e-05,0.00011723858051134058,2.104282214306113e-05,1.2024469796034932e-05,4.058258556161789e-05,3.306729193909606e-05,2.855811576558296e-05,0.00017134869459349778,4.509176173513099e-05,1.653364596954803e-05,4.509176173513099e-06,3.907952683711353e-05,4.509176173513099e-05,5.260705535765282e-05,3.006117449008733e-06
